"Source","Target"
"DRF-10945","RXRA"
"Tesaglitazar","RXRA"
"GALIDA","RXRA"
"Choline fenofibrate","RXRA"
"ABT-335","RXRA"
"AVE-8134","RXRA"
"Atromid-S","RXRA"
"CHLORFENISATE","RXRA"
"AY-61123","RXRA"
"Atromid","RXRA"
"ICI-28257","RXRA"
"CLOFIBRATE","RXRA"
"Lipantil Micro 67","RXRA"
"Supralip 160","RXRA"
"TRICOR","RXRA"
"LIPANTIL MICRO 267","RXRA"
"LIPIDIL","RXRA"
"Fenoglide","RXRA"
"Ro-0728804","RXRA"
"WIN 35833","RXRA"
"MODALIM","RXRA"
"CIPROFIBRATE","RXRA"
"ZYH7","RXRA"
"KB-68984","RXRA"
"LY-674","RXRA"
"LY-518674","RXRA"
"K-877","RXRA"
"CP-778875","RXRA"
"MURAGLITAZAR","RXRA"
"EMFIB","RXRA"
"GW590735","RXRA"
"2-METHYL-2-(4-{[({4-METHYL-2-[4-(TRIFLUOROMETHYL)PHENYL]-1,3-THIAZOL-5-YL}CARBONYL)AMINO]METHYL}PHENOXY)PROPANOIC ACID","RXRA"
"Caprylic acid","RXRA"
"Cardarine","RXRA"
"Clinofibrate","RXRA"
"Dexibuprofen","RXRA"
"Elafibranor","RXRA"
"Ertiprotafib","RXRA"
"Fenoprofen","RXRA"
"Flufenamic Acid","RXRA"
"Icosapent","RXRA"
"Indeglitazar","RXRA"
"Isoflavone","RXRA"
"Lauric acid","RXRA"
"Leukotriene B4","RXRA"
"N,N-Bis(3-(D-gluconamido)propyl)deoxycholamide","RXRA"
"Oleic Acid","RXRA"
"Omega-3 fatty acids","RXRA"
"Palmitic Acid","RXRA"
"Pioglitazone","RXRA"
"Prasterone","RXRA"
"Ragaglitazar","RXRA"
"Reglitazar","RXRA"
"Soybean oil","RXRA"
"Stearic acid","RXRA"
"Valproic Acid","RXRA"
"Avage","RXRA"
"FABIOR","RXRA"
"Differin","RXRA"
"Tazorac","RXRA"
"Retin-a-micro","RXRA"
"AMNESTEEM","RXRA"
"AGN 190168","RXRA"
"CD 271","RXRA"
"Avita","RXRA"
"SOTRET","RXRA"
"Zorac","RXRA"
"ZENATANE","RXRA"
"Vesanoid","RXRA"
"Bezagen XL","RXRA"
"Liparol XL","RXRA"
"FIBRAZATE XL","RXRA"
"Zimbacol XL","RXRA"
"NRX-195183","RXRA"
"AGN-195183","RXRA"
"VTP-195183","RXRA"
"IRX5183","RXRA"
"REGN1500","FURIN"
"EVINACUMAB","FURIN"
"CHEMBL3710485","FURIN"
"CHEMBL2364159","SNAP91"
"BOTOX COSMETIC","SNAP91"
"Onaclostox","SNAP91"
"Abobotulinumtoxina","SNAP91"
"Botulinum toxin type A","SNAP91"
"Prolia","ATP2A2"
"Xgeva","ATP2A2"
"Prolia, Ranmark Xgeva","ATP2A2"
"CHEMBL2364162","ATP2A2"
"AMGN-0007","ATP2A2"
"THALOMID","CUL3"
"Imnovid","CUL3"
"BARDOXOLONE METHYL","CUL3"
"NSC-713200","CUL3"
"Dimethyl Fumarate","CUL3"
"RTA-402","CUL3"
"DIMETHYL FUMAR","CUL3"
"Tecfidera","CUL3"
"CDDO-Me","CUL3"
"AZL 0 211089","CUL3"
"AZL-0211089","CUL3"
"CHEMBL5122","DDR1"
"Redectane","ZKSCAN3"
"IODINE I 124 GIRENTUXIMAB","ZKSCAN3"
"cG250 (124I)","ZKSCAN3"
"124ICG250","ZKSCAN3"
"CHEMBL3594","ZKSCAN3"
"CG250","ZKSCAN3"
"CG250 111IN","ZKSCAN3"
"CG-250 (111In)","ZKSCAN3"
"CG250 177LU","ZKSCAN3"
"CG-250 (177Lu)","ZKSCAN3"
"CA9-SCAN CG250","ZKSCAN3"
"Rencarex","ZKSCAN3"
"WX-G250","ZKSCAN3"
"GIRENTUXIMAB","ZKSCAN3"
"IMMU-130","ZKSCAN3"
"Labetuzumab govitecan","ZKSCAN3"
"CHEMBL3712881","ZKSCAN3"
"HMN-14","ZKSCAN3"
"CEA-Cide","ZKSCAN3"
"90Y-CT84.66","ZKSCAN3"
"MEDI-565","ZKSCAN3"
"COL-1","ZKSCAN3"
"T84.66","ZKSCAN3"
"Labetuzumab 90Y","ZKSCAN3"
"CEA-SCAN","ZKSCAN3"
"Arcitumomab","ZKSCAN3"
"IMMU-4","ZKSCAN3"
"RO5541072-000","ZKSCAN3"
"FCU-2703","ZKSCAN3"
"RO-5541072-000","ZKSCAN3"
"Pinatuzumab Vedotin","ZKSCAN3"
"DCDT-2980S","ZKSCAN3"
"ACD22-VCMMAE","ZKSCAN3"
"RG-7593","ZKSCAN3"
"CHEMBL3218","ZKSCAN3"
"IMMURAIT-LL2","ZKSCAN3"
"HA-22","ZKSCAN3"
"INOTUZUMAB OZOGAMICIN","ZKSCAN3"
"LYMPHOSCAN","ZKSCAN3"
"IMMU-LL2","ZKSCAN3"
"TECHNETIUM TC 99M BECTUMOMAB","ZKSCAN3"
"Bectumomab","ZKSCAN3"
"Yttrium Y 90 Epratuzumab","ZKSCAN3"
"Epratuzumab 90Y","ZKSCAN3"
"YTTRIUM Y 90 EPRATUZUMAB TETRAXETAN","ZKSCAN3"
"90Y-DOTA-HLL2","ZKSCAN3"
"Benzthiazide","ZKSCAN3"
"Ellagic Acid","ZKSCAN3"
"Sodium carbonate","ZKSCAN3"
"S-[(1-Hydroxy-2,2,5,5-tetramethyl-2,5-dihydro-1H-pyrrol-3-yl)methyl] methanesulfonothioate","ZKSCAN3"
"BEVACIZUMAB","ZKSCAN3"
"SCH 30500","ZKSCAN3"
"AXITINIB","ZKSCAN3"
"Torisel","ZKSCAN3"
"IPILIMUMAB","ZKSCAN3"
"Hydroxychloroquine","ZKSCAN3"
"ENTINOSTAT","ZKSCAN3"
"PEMBROLIZUMAB","ZKSCAN3"
"Afinitor Disperz","ZKSCAN3"
"MDV-3100","ZKSCAN3"
"Carotuximab","ZKSCAN3"
"FARLUTAL 200","ZKSCAN3"
"DEPO-SUBQ PROVERA 104","ZKSCAN3"
"Farlutal 500","ZKSCAN3"
"TRASTUZUMAB","ZKSCAN3"
"AZD-2281","ZKSCAN3"
"Adgyn Medro","ZKSCAN3"
"Carac","ZKSCAN3"
"Depo-Provera","ZKSCAN3"
"AMG-102","ZKSCAN3"
"Roaccutane","ZKSCAN3"
"Roferon-A","ZKSCAN3"
"Pegintron","ZKSCAN3"
"AEROSEB-DEX","ZKSCAN3"
"DECASPRAY","ZKSCAN3"
"TIVOZANIB","ZKSCAN3"
"AVEED","ZKSCAN3"
"Sofradex","ZKSCAN3"
"DEPO-PROVERA ONCOLOGY","ZKSCAN3"
"Gppe Ear Spy","ZKSCAN3"
"SPERSADEX COMP","ZKSCAN3"
"LYNPARZA","ZKSCAN3"
"Farlutal","ZKSCAN3"
"PREVENCOR","ZKSCAN3"
"ANYARA","ZKSCAN3"
"Tremelimumab","ZKSCAN3"
"UNDESTOR","ZKSCAN3"
"AVELUMAB","ZKSCAN3"
"Efudix","ZKSCAN3"
"ZALTRAP","ZKSCAN3"
"Celebrex","ZKSCAN3"
"Pacitaxel","ZKSCAN3"
"Tobradex","ZKSCAN3"
"Ave0005","ZKSCAN3"
"ACLASTA","ZKSCAN3"
"VECTIBIX","ZKSCAN3"
"Ziv-Aflibercept","ZKSCAN3"
"Hycamtin","ZKSCAN3"
"Etaratuzumab","ZKSCAN3"
"4D5v8","ZKSCAN3"
"Decaderm","ZKSCAN3"
"BORTEZOMIB","ZKSCAN3"
"Deximune","ZKSCAN3"
"Abegrin","ZKSCAN3"
"Absorica","ZKSCAN3"
"LADAKAMYCIN","ZKSCAN3"
"RESTANDOL TESTOCAP","ZKSCAN3"
"SGN-75","ZKSCAN3"
"Vorsetuzumab mafodotin","ZKSCAN3"
"RG-7446","ZKSCAN3"
"VOLOCIXIMAB","ZKSCAN3"
"Etaracizumab","ZKSCAN3"
"RILOTUMUMAB","ZKSCAN3"
"TAHOR","ZKSCAN3"
"Cycrin","ZKSCAN3"
"PROVERA","ZKSCAN3"
"Alimta","ZKSCAN3"
"Capecitabine","ZKSCAN3"
"A-127722","ZKSCAN3"
"MUROMONAB-CD3","ZKSCAN3"
"Delta-Dome","ZKSCAN3"
"ATRASENTAN","ZKSCAN3"
"PEGASYS","ZKSCAN3"
"Liquid Pred","ZKSCAN3"
"Becatecarin","ZKSCAN3"
"Logiparin","ZKSCAN3"
"RENOVA","ZKSCAN3"
"DELTASONE","ZKSCAN3"
"CORTANCYL","ZKSCAN3"
"TINZAPARIN","ZKSCAN3"
"Retin-A Micro","ZKSCAN3"
"Vepesid","ZKSCAN3"
"PD-81565","ZKSCAN3"
"Kyprolis","ZKSCAN3"
"CA9-<em>SCAN</em> CG250","ZKSCAN3"
"CEA-<em>SCAN</em>","ZKSCAN3"
"LYMPHO <em>SCAN</em>","ZKSCAN3"
"F16SIP 131I","TNXB"
"F16SIP","TNXB"
"CHEMBL3712856","TNXB"
"Tenatumomab","TNXB"
"ST-2146","TNXB"
"DEKOTIL","HLA-DQA1"
"MLN-0002","HLA-DQA1"
"Verecimon","HLA-DQA1"
"LDP-02","HLA-DQA1"
"Precortisyl Fte","HLA-DQA1"
"VEDOLIZUMAB","HLA-DQA1"
"CCX282","HLA-DQA1"
"VERCIRNON","HLA-DQA1"
"PRECORTISYL","HLA-DQA1"
"Entyvio","HLA-DQA1"
"MLN-02","HLA-DQA1"
"GSK1605786","HLA-DQA1"
"NKTR-118 OXALATE","RGS4"
"NKTR-118-oxalate","RGS4"
"NALOXEGOL OXALATE","RGS4"
"MOVANTIK","RGS4"
"AZ13337019 OXALATE","RGS4"
"CHEMBL233","RGS4"
"Leritine","RGS4"
"Anileridine HCl","RGS4"
"ANILERIDINE HYDROCHLORIDE","RGS4"
"CB5-945","RGS4"
"BEVENOPRAN","RGS4"
"Spasmodlin","RGS4"
"MEPERIDINE HYDROCHLORIDE","RGS4"
"DEMEROL","RGS4"
"MEPERIDINE HYDROCHLORIDE PRESERVATIVE FREE","RGS4"
"Meperidine HCl","RGS4"
"PETHILORFAN","RGS4"
"Pethidine","RGS4"
"PETHIDINE HYDROCHLORIDE","RGS4"
"Pethidine HCl","RGS4"
"Pamergan","RGS4"
"Levallorphan Tartrate","RGS4"
"Lorfan","RGS4"
"NALOXIPHANE TARTRATE","RGS4"
"Sufentanil Citrate","RGS4"
"Sufenta preservative free","RGS4"
"Sufenta","RGS4"
"R 33800","RGS4"
"Sufental","RGS4"
"NIH 8805","RGS4"
"Probuphine","RGS4"
"BUPRENORPHINE HYDROCHLORIDE","RGS4"
"Belbuca","RGS4"
"Natzon","RGS4"
"CL-112302","RGS4"
"U- 952","RGS4"
"BUPRENEX","RGS4"
"PREFIBIN","RGS4"
"SUBUTEX","RGS4"
"GABUP","RGS4"
"UM 952","RGS4"
"RX 6029-M HCL","RGS4"
"RX-6029M HCl","RGS4"
"Espranor","RGS4"
"Buprenorphine HCl","RGS4"
"CL 112,302","RGS4"
"SPD-759","RGS4"
"Frakefamide","RGS4"
"LEF-576","RGS4"
"BCH-3963","RGS4"
"Morphabond ER","RGS4"
"Astramorph Pf","RGS4"
"RHOTARD","RGS4"
"Ms Contin","RGS4"
"Morphabond","RGS4"
"Duromorph","RGS4"
"Morphine Sulfate","RGS4"
"ORAMORPH","RGS4"
"ARYMO ER","RGS4"
"SRM-RHOTARD","RGS4"
"FILNARINE SR","RGS4"
"MORPHGESIC SR","RGS4"
"MORAXEN","RGS4"
"ORAMORPH UDV","RGS4"
"Sevredol","RGS4"
"Duramorph","RGS4"
"Mst Continus","RGS4"
"DEPODUR","RGS4"
"Oramorph Sr","RGS4"
"Zomorph","RGS4"
"Duramorph Pf","RGS4"
"Morcap SR","RGS4"
"LAAM","RGS4"
"MK790","RGS4"
"ORLAAM","RGS4"
"Levomethadyl Acetate HCl","RGS4"
"LEVOMETHADYL ACETATE HYDROCHLORIDE","RGS4"
"Dromadol XL","RGS4"
"ZAMADOL 24HR","RGS4"
"Ryzolt","RGS4"
"Dromadol SR","RGS4"
"Tramake","RGS4"
"ZAMADOL","RGS4"
"Zydol XL","RGS4"
"TRAMACET","RGS4"
"Zydol SR","RGS4"
"NOBLIGAN RET","RGS4"
"Zamadol Melt","RGS4"
"TILODOL SR","RGS4"
"Zamadol SR","RGS4"
"Tramulief SR","RGS4"
"Tradorec XL","RGS4"
"Aceon","RGS4"
"MANEO","RGS4"
"INVODOL SR","RGS4"
"MAROL","RGS4"
"Tramadol HCl","RGS4"
"LARAPAM SR","RGS4"
"Oldaram","RGS4"
"TRAMADOL HYDROCHLORIDE","RGS4"
"CG-315E","RGS4"
"Zeridame SR","RGS4"
"ZYDOL","RGS4"
"TRAMAKE INSTS","RGS4"
"Ultram Er","RGS4"
"Conzip","RGS4"
"Mabron","RGS4"
"U-26225A","RGS4"
"Maxitram SR","RGS4"
"Tramquel SR","RGS4"
"Rybix Odt","RGS4"
"U-26,225A","RGS4"
"RAPIFEN","RGS4"
"RAPIFEN DILUTE","RGS4"
"Alfenta","RGS4"
"RAPIFEN INTENSIVE CARE","RGS4"
"ALFENTANIL HYDROCHLORIDE","RGS4"
"Alfentanil HCl","RGS4"
"R 39,209","RGS4"
"Rapifen Conc","RGS4"
"Fentanyl-25","RGS4"
"Ionsys","RGS4"
"Osmach","RGS4"
"BREAKYL","RGS4"
"Durogesic DTrans","RGS4"
"Opiodur","RGS4"
"SUBSYS","RGS4"
"FENTANYL-12","RGS4"
"Fentanyl-37","RGS4"
"PECFENT","RGS4"
"Anileridine phosphate","RGS4"
"Propoxyphene HCl","RGS4"
"KESSO-GESIC","RGS4"
"DOLOXENE","RGS4"
"Darvon","RGS4"
"DEXTROPROPOXIPHENE CHLORIDE","RGS4"
"Propoxyphene Hydrochloride 65","RGS4"
"Dolene","RGS4"
"DEXTROPROPOXYPHENE","RGS4"
"PROPHENE 65","RGS4"
"DEXTRO PROPOXYPHENE HYDROCHLORIDE","RGS4"
"Dextro Propoxyphene HCl","RGS4"
"PROPOXYPHENE HYDROCHLORIDE","RGS4"
"Drocode","RGS4"
"DF-118","RGS4"
"DIHYDRONEOPINE","RGS4"
"DIHYDROCODEINE BITARTRATE","RGS4"
"DIHYDROCODEINE PHOSPHATE","RGS4"
"AXELOPRAN","RGS4"
"TD-1211","RGS4"
"DARVON-N","RGS4"
"PROPOXYPHENE NAPSYLATE","RGS4"
"Oxycodone terephthalate","RGS4"
"METHAROSE","RGS4"
"Synastone","RGS4"
"METHADOSE","RGS4"
"Pinadone","RGS4"
"EPTADONE","RGS4"
"METHADONIUM CHLORIDE","RGS4"
"PHYSEPTONE","RGS4"
"METHEX","RGS4"
"METHADONE HYDROCHLORIDE INTENSOL","RGS4"
"Methadone HCl","RGS4"
"DOLOPHINE HYDROCHLORIDE","RGS4"
"WESTADONE","RGS4"
"Martindale","RGS4"
"METHADONE HYDROCHLORIDE","RGS4"
"Dolophine HCl","RGS4"
"GI 87084B","RGS4"
"REMIFENTANIL HYDROCHLORIDE","RGS4"
"Remifentanil HCl","RGS4"
"DIPHENOXYLATE HYDROCHLORIDE","RGS4"
"Diphenoxylate HCl","RGS4"
"Entereg","RGS4"
"Alvimopan","RGS4"
"ADL 8-2698","RGS4"
"CAREXIL","RGS4"
"OXAYDO","RGS4"
"Lynlor","RGS4"
"Shortec","RGS4"
"OXYCONTIN","RGS4"
"ROXYBOND","RGS4"
"OXYNORM","RGS4"
"Zomestine","RGS4"
"Leveraxo","RGS4"
"Oxecta","RGS4"
"Reltebon","RGS4"
"CANDOX","RGS4"
"LONGTEC","RGS4"
"OXELTRA","RGS4"
"OXYCODONE HYDROCHLORIDE","RGS4"
"Oxylan","RGS4"
"ROXICODONE","RGS4"
"ABTARD","RGS4"
"Dolocodon PR","RGS4"
"Oxycodone HCl","RGS4"
"FENTANYL HYDROCHLORIDE","RGS4"
"Fentanyl HCl","RGS4"
"OLICERIDINE","RGS4"
"TRV-130","RGS4"
"JNJ-27018966","RGS4"
"Viberzi","RGS4"
"ELUXADOLINE","RGS4"
"Sevodyne","RGS4"
"TRANSTEC","RGS4"
"BUTRANS","RGS4"
"SUBLOCADE","RGS4"
"Reletrans","RGS4"
"TEMGESIC","RGS4"
"HAPOCTASIN","RGS4"
"Prenotrix","RGS4"
"Tephine","RGS4"
"Butec","RGS4"
"PANITAZ","RGS4"
"BUPEAZE","RGS4"
"BUPLAST","RGS4"
"WY-16225","RGS4"
"Dalgan","RGS4"
"Dezocine","RGS4"
"WY-16,225","RGS4"
"Lazanda","RGS4"
"Thalamonal","RGS4"
"Sublimaze Preservative Free","RGS4"
"FENTANYL CITRATE","RGS4"
"Onsolis","RGS4"
"MCN-JR-4263-49","RGS4"
"FENTANYL CITRATE PRESERVATIVE FREE","RGS4"
"R-4263","RGS4"
"IMODIUM","RGS4"
"Diah-Limit","RGS4"
"Diaquitte","RGS4"
"IMODIUM LIQUICAPS","RGS4"
"Normaloe","RGS4"
"Diareze","RGS4"
"Gppe Pack","RGS4"
"Imodium A-D Ez Chews","RGS4"
"R-18553","RGS4"
"DIARRHOEA RELIEF","RGS4"
"Loperamide HCl","RGS4"
"ENTROCALM","RGS4"
"DIASORB","RGS4"
"Imodium Classic","RGS4"
"Diocalm","RGS4"
"LOPERAMIDE HYDROCHLORIDE","RGS4"
"R 18,553","RGS4"
"Imodium A-D","RGS4"
"ARRET","RGS4"
"Loperagen","RGS4"
"Imodium IBS Relief","RGS4"
"Imodium Instant Melts","RGS4"
"Imodium Advanced","RGS4"
"Lodiar","RGS4"
"IMODIUM INSTANTS","RGS4"
"NORIMODE","RGS4"
"DIORALEZE","RGS4"
"Diocaps","RGS4"
"GRT0151Y","RGS4"
"BN110 BASE","RGS4"
"EN-3324","RGS4"
"Axomadol","RGS4"
"GRT151 Base","RGS4"
"MRZ 2663BR","RGS4"
"Relistor","RGS4"
"Methylnaltrexone bromide","RGS4"
"DIFENOXIN HYDROCHLORIDE","RGS4"
"Difenoxin HCl","RGS4"
"NALDEMEDINE","RGS4"
"S-297995","RGS4"
"Methylsamidorphan","RGS4"
"RDC-1036","RGS4"
"ALKS 37","RGS4"
"RDC-103600","RGS4"
"TAK-363","RGS4"
"Naltalimide","RGS4"
"TRK-130","RGS4"
"Oxicone","RGS4"
"PROLADONE","RGS4"
"Xtampza ER","RGS4"
"ALKS-33","RGS4"
"RDC-0313-00","RGS4"
"Dilaudid-Hp","RGS4"
"Exalgo","RGS4"
"PALLADONE","RGS4"
"Dihydromorphinone HCl","RGS4"
"DILAUDID","RGS4"
"HYDROMORPHONE HYDROCHLORIDE","RGS4"
"Hydromorphone HCl","RGS4"
"DIHYDROMORPHINONE HYDROCHLORIDE","RGS4"
"PALLADONE-SR","RGS4"
"Levorphanol Tartrate","RGS4"
"Dromoran","RGS4"
"LEVO-DROMORAN","RGS4"
"BUTORPHANOL TARTRATE","RGS4"
"LEVO-BC-2627 Tartrate","RGS4"
"STADOL PRESERVATIVE FREE","RGS4"
"STADOL","RGS4"
"Torbutrol","RGS4"
"BUTORPHANOL TARTRATE PRESERVATIVE FREE","RGS4"
"Stadol NS","RGS4"
"Torbugesic","RGS4"
"Naldemedine Tosylate","RGS4"
"SYMPROIC","RGS4"
"3-Methylfentanyl","RGS4"
"3-Methylthiofentanyl","RGS4"
"Anileridine","RGS4"
"Butorphanol","RGS4"
"Carfentanil","RGS4"
"Codeine","RGS4"
"Diamorphine","RGS4"
"Dihydromorphine","RGS4"
"Dimethylthiambutene","RGS4"
"Diphenoxylate","RGS4"
"Diprenorphine","RGS4"
"Ethylmorphine","RGS4"
"Hydrocodone","RGS4"
"Hydromorphone","RGS4"
"Ketobemidone","RGS4"
"Levacetylmethadol","RGS4"
"Levallorphan","RGS4"
"Levorphanol","RGS4"
"LI-301","RGS4"
"Loxicodegol","RGS4"
"Methadone","RGS4"
"Methadyl acetate","RGS4"
"Methylnaltrexone","RGS4"
"Morphine glucuronide","RGS4"
"Nalbuphine","RGS4"
"Nalmefene","RGS4"
"Naloxone","RGS4"
"Opium","RGS4"
"Oxymorphone","RGS4"
"Pentazocine","RGS4"
"Pentoxyverine","RGS4"
"Pholcodine","RGS4"
"Remifentanil","RGS4"
"Sufentanil","RGS4"
"Tianeptine","RGS4"
"V1003","RGS4"
"Dextromoramide","RGS4"
"ODELEPRAN","RGS4"
"Revex","RGS4"
"NALMETRENE","RGS4"
"Levomethadyl acetate","RGS4"
"Phy","RGS4"
"SELINCRO","RGS4"
"LEVO-BC-2627","RGS4"
"Numorphan","RGS4"
"Amidone","RGS4"
"Opana","RGS4"
"Symoron","RGS4"
"Levopropoxyphene","RGS4"
"ORF-11676","RGS4"
"Nubain","RGS4"
"Heptadon","RGS4"
"JF-1","RGS4"
"Ondelopran","RGS4"
"Dolophine","RGS4"
"LY2196044","RGS4"
"DIHYDROCODEINE","RGS4"
"Propoxyphene","RGS4"
"PROXIBARBAL","DAO"
"CHEMBL2118","DAO"
"GLIPIZIDE","DAO"
"Glucotrol","DAO"
"MINODIAB 2.5","DAO"
"CP-28720","DAO"
"GLUCOTROL XL","DAO"
"K 4024","DAO"
"CP-28,720","DAO"
"MINODIAB 5","DAO"
"GLIBENESE","DAO"
"CHEMBL2096972","DAO"
"TOLAZAMIDE","DAO"
"Tolinase","DAO"
"U-17835","DAO"
"Orinase Diagnostic","DAO"
"Tolbutamide sodium","DAO"
"TOLBUTAMIDE SODIUM, STERILE","DAO"
"AMARYL","DAO"
"HOE 490","DAO"
"NIDDARYL","DAO"
"Glimepiride","DAO"
"Glibenclamide","DAO"
"Gliken","DAO"
"DIABETA","DAO"
"GLYBURIDE","DAO"
"Glyburide (Micronized)","DAO"
"Lederglib","DAO"
"Diabetamide 2.5","DAO"
"EUGLUCON","DAO"
"Diabetamide 5","DAO"
"Libanil","DAO"
"GLYNASE","DAO"
"HB 419","DAO"
"Micronase","DAO"
"MALIX","DAO"
"U-26,452","DAO"
"SEMI-DAONIL","DAO"
"Calabren","DAO"
"U-26452","DAO"
"DAONIL","DAO"
"Glynase Prestab","DAO"
"Enyglid","DAO"
"AG-EE 623 ZW","DAO"
"PRANDIN","DAO"
"Novonorm","DAO"
"AGEE-623ZW","DAO"
"Repaglinide","DAO"
"Glymese","DAO"
"DIABINESE","DAO"
"CHLORPROPAMIDE","DAO"
"Melitase","DAO"
"Diabemide","DAO"
"GLUCAMIDE","DAO"
"ACETOHEXAMIDE","DAO"
"Dimelor","DAO"
"33006","DAO"
"DYMELOR","DAO"
"PRAMIDEX","DAO"
"Starsis","DAO"
"DJN 608","DAO"
"SDZ DJN 608","DAO"
"Nateglinide","DAO"
"AY4166","DAO"
"A-4166","DAO"
"STARLIX","DAO"
"SDZ-DJN-608","DAO"
"Amiloride","DAO"
"Diminazene","DAO"
"Levosimendan","DAO"
"Thiamylal","DAO"
"Yohimbine","DAO"
"SCH-6783","DAO"
"HYPERSTAT","DAO"
"Mutabase","DAO"
"Proglycem","DAO"
"SRG 95213","DAO"
"Eudimine","DAO"
"Eudemine","DAO"
"Luventa XL","DAO"
"Nimodipine","DAO"
"Galzemic XL","DAO"
"Osmanil","DAO"
"Consion XL","DAO"
"Pivlaz","DAO"
"Prostacyclin","DAO"
"ELMINO XL","DAO"
"AXV-034","DAO"
"VICTANYL","DAO"
"Ro 61-1790","DAO"
"CYKLO-F HEAVY PERIOD RELIEF","DAO"
"CYKLOKAPRON","DAO"
"Exacyl","DAO"
"ACUMOR XL","DAO"
"CL-65336","DAO"
"DURAGESIC","DAO"
"Clazosentan","DAO"
"PGX","DAO"
"Actilyse","DAO"
"Trans Amcha","DAO"
"REMINYL","DAO"
"LOTPROSIN XL","DAO"
"Simvastatin","DAO"
"Flolan","DAO"
"REMINYL XL","DAO"
"GALSYA XL","DAO"
"DIPRIVAN","DAO"
"Razadyne","DAO"
"Tranexamic Acid","DAO"
"Lysteda","DAO"
"PROSTAGLANDIN X","DAO"
"GATALIN XL","DAO"
"Gazylan XL","DAO"
"VML-588","DAO"
"ACTILYSE CATHFLO","DAO"
"PG-I2","DAO"
"PROSTAGLANDIN I2","DAO"
"EPOPROSTENOL","DAO"
"GALANTHAMINE","DAO"
"Ketalar","DAO"
"Activase","DAO"
"FLOLIPID","DAO"
"Zeebral XL","DAO"
"U-53217","DAO"
"Ranzolont","DAO"
"Menstralite","DAO"
"U-53,217","DAO"
"SYNVINOLIN","DAO"
"AXV-343434","DAO"
"Ro-61-1790","DAO"
"Precedex","DAO"
"INSULIN RECOMBINANT HUMAN","DAO"
"Acarbose","DAO"
"Desunin","DAO"
"TheiCal D-3","DAO"
"VIGANTOLETTEN 500","DAO"
"Bio-Vitamin D3","DAO"
"GLUCOBAY","DAO"
"D-Max","DAO"
"Nph Insulin","DAO"
"PRECOSE","DAO"
"Velosulin Br","DAO"
"INSULIN PORK","DAO"
"HUX D3","DAO"
"LAF237","DAO"
"Ins NovoRapid","DAO"
"BAY G 5421","DAO"
"INSULIN SUSP ISOPHANE BEEF","DAO"
"Natecal D3","DAO"
"Neo-D","DAO"
"NPHD3","DAO"
"Aciferol D3","DAO"
"Humulin","DAO"
"EVACAL D3","DAO"
"Adcal-D3","DAO"
"Humulin Br","DAO"
"Insulin Human (Biosynthesis)","DAO"
"INSULIN LISPRO","DAO"
"INSULIN (HUMAN)","DAO"
"D-Tracetten","DAO"
"CALCIFEROL IN ARACH OIL","DAO"
"COLEKAL-D3","DAO"
"Vigantol","DAO"
"Velosulin Br Human","DAO"
"Calciferol","DAO"
"HUMULIN R PEN","DAO"
"Insulin","DAO"
"CACIT D3","DAO"
"NOVOLIN R","DAO"
"INSULIN HUMAN (SYNTHESIS)","DAO"
"SunVit-D3 10,000","DAO"
"Ergo-D2","DAO"
"Exenatide Synthetic","DAO"
"HUMULIN R","DAO"
"Afrezza","DAO"
"FIASP FLEXTOUCH","DAO"
"BAY-G-5421","DAO"
"Galvus","DAO"
"Insuman Infusat","DAO"
"CALCICHEW D3 FTE","DAO"
"Insulin lispro recombinant","DAO"
"DEKRISTOL","DAO"
"CUBICOLE D3","DAO"
"Novolin","DAO"
"SUNVIT-D3 400","DAO"
"EXUBERA","DAO"
"AC-2993","DAO"
"STIVIT-D3","DAO"
"CalDrink D3","DAO"
"VELOSULIN","DAO"
"NVP-LAF237","DAO"
"D-Vit3","DAO"
"SUNVIT-D3 20,000","DAO"
"Drisdol","DAO"
"DLux 400","DAO"
"JARDIANCE","DAO"
"Calceos","DAO"
"INS HUMULIN R","DAO"
"HUMALOG KWIKPEN","DAO"
"INS HUMALOG","DAO"
"INSULIN RECOMBINANT PURIFIED HUMAN","DAO"
"OsteoCaps D3","DAO"
"Fultium Daily D3","DAO"
"LIRAGLUTIDE RECOMBINANT","DAO"
"PRO D3","DAO"
"EMPAGLIFLOZIN","DAO"
"SAXENDA","DAO"
"BI 10773","DAO"
"HUMULIN R KWIKPEN","DAO"
"Novolog","DAO"
"ILETIN I","DAO"
"Sterogyl-15","DAO"
"HUMALOG","DAO"
"Lanes","DAO"
"SunVit-D3 1,000","DAO"
"REGULAR INSULIN","DAO"
"Calcichew D3 Once Daily","DAO"
"SUNVIT-D3 5,000","DAO"
"Humalog Pen","DAO"
"Vildagliptin","DAO"
"Fiasp","DAO"
"Novolog Flexpen","DAO"
"ZYPREXA","DAO"
"NASOFAN","DAO"
"Basen","DAO"
"Voglibose","DAO"
"Sereflo","DAO"
"Ventolin","DAO"
"BY-1023","DAO"
"FRUSID","DAO"
"HCTZ","DAO"
"DRYPTAL","DAO"
"Humulin L","DAO"
"Risperdal Quicklet","DAO"
"JNJ-28431754-AAA","DAO"
"Nutropin aq nuspin","DAO"
"INDEGLITAZAR","DAO"
"GENOTROPIN GOQUICK","DAO"
"Asmaven","DAO"
"SODIUM HEPARIN","DAO"
"CS-045","DAO"
