"Id","Label","Class"
"ABIRATERONE","ABIRATERONE","DRUG"
"BRONTICTUZUMAB","BRONTICTUZUMAB","DRUG"
"TAK-700","TAK-700","DRUG"
"OMP-18R5","OMP-18R5","DRUG"
"CYREN A","CYREN A","DRUG"
"M-AMSA","M-AMSA","DRUG"
"CYTADREN","CYTADREN","DRUG"
"ICI 176,334","ICI 176,334","DRUG"
"Amsidyl","Amsidyl","DRUG"
"CALCEOS","CALCEOS","DRUG"
"Pro D3","Pro D3","DRUG"
"Nastrosa","Nastrosa","DRUG"
"RWJ-17070","RWJ-17070","DRUG"
"ABT-700","ABT-700","DRUG"
"MK-8353","MK-8353","DRUG"
"VB6-845","VB6-845","DRUG"
"OSTEOCAPS D3","OSTEOCAPS D3","DRUG"
"CLINORIL","CLINORIL","DRUG"
"Kf89617","Kf89617","DRUG"
"ICI-46474","ICI-46474","DRUG"
"Estradurin","Estradurin","DRUG"
"ZD-16","ZD-16","DRUG"
"BXL 353","BXL 353","DRUG"
"PF-03758309","PF-03758309","DRUG"
"ILX23-7553","ILX23-7553","DRUG"
"Orteronel","Orteronel","DRUG"
"REXOMUN","REXOMUN","DRUG"
"Nolvadex","Nolvadex","DRUG"
"RG-7440","RG-7440","DRUG"
"REBETOL","REBETOL","DRUG"
"Plenaxis","Plenaxis","DRUG"
"Goserelin","Goserelin","DRUG"
"MCN-JR-1625","MCN-JR-1625","DRUG"
"Synthestrin","Synthestrin","DRUG"
"GR-38032F","GR-38032F","DRUG"
"AV-412","AV-412","DRUG"
"SCH-900353","SCH-900353","DRUG"
"ACTILYSE","ACTILYSE","DRUG"
"Duligotuzumab","Duligotuzumab","DRUG"
"GDC-0994","GDC-0994","DRUG"
"Somatuline LA","Somatuline LA","DRUG"
"ILX7553","ILX7553","DRUG"
"Ovaban","Ovaban","DRUG"
"Muromonab-cd3","Muromonab-cd3","DRUG"
"Abarelix","Abarelix","DRUG"
"SYNESTRIN","SYNESTRIN","DRUG"
"Stivit-D3","Stivit-D3","DRUG"
"CYCRIN","CYCRIN","DRUG"
"STILPHOSTROL","STILPHOSTROL","DRUG"
"Catapres-Tts-2","Catapres-Tts-2","DRUG"
"Enfortumab vedotin","Enfortumab vedotin","DRUG"
"Nafazair","Nafazair","DRUG"
"JNJ-38877605","JNJ-38877605","DRUG"
"CBLB502","CBLB502","DRUG"
"Lysodren","Lysodren","DRUG"
"AC-480","AC-480","DRUG"
"Vanucizumab","Vanucizumab","DRUG"
"PRIMOLUT N","PRIMOLUT N","DRUG"
"ORF-17070","ORF-17070","DRUG"
"Nor-Qd","Nor-Qd","DRUG"
"Femhrt","Femhrt","DRUG"
"Megaphen","Megaphen","DRUG"
"C-1","C-1","DRUG"
"Catapres","Catapres","DRUG"
"Fosfestrol","Fosfestrol","DRUG"
"LOXO-101","LOXO-101","DRUG"
"Combipres","Combipres","DRUG"
"Kalumid","Kalumid","DRUG"
"Casodex","Casodex","DRUG"
"OMP-54F28","OMP-54F28","DRUG"
"AMG-337","AMG-337","DRUG"
"NMS-1116354","NMS-1116354","DRUG"
"E-6201","E-6201","DRUG"
"MP-412","MP-412","DRUG"
"Zofran Odt","Zofran Odt","DRUG"
"Calutide","Calutide","DRUG"
"NEW-ESTRANOL 1","NEW-ESTRANOL 1","DRUG"
"Ro-23-7553","Ro-23-7553","DRUG"
"Elmarin","Elmarin","DRUG"
"HEATHER","HEATHER","DRUG"
"PF-04217903","PF-04217903","DRUG"
"BAY-86-9766","BAY-86-9766","DRUG"
"CH-4987655","CH-4987655","DRUG"
"BMS-599626","BMS-599626","DRUG"
"RDEA-119","RDEA-119","DRUG"
"Soltamox","Soltamox","DRUG"
"IPI-926","IPI-926","DRUG"
"Tesevatinib","Tesevatinib","DRUG"
"Equine Chorionic Gonadotropin","Equine Chorionic Gonadotropin","DRUG"
"AN-152","AN-152","DRUG"
"FERTIRAL LH-RH","FERTIRAL LH-RH","DRUG"
"Elocon","Elocon","DRUG"
"Mometasone Furoate","Mometasone Furoate","DRUG"
"RAD-1901","RAD-1901","DRUG"
"IMMU-132","IMMU-132","DRUG"
"CR-011-vcMMAE","CR-011-vcMMAE","DRUG"
"ZAFIRLUKAST","ZAFIRLUKAST","DRUG"
"ACOLBIFENE","ACOLBIFENE","DRUG"
"Glembatumumab","Glembatumumab","DRUG"
"ESTRATAB","ESTRATAB","DRUG"
"Nardil","Nardil","DRUG"
"Asmanex Twisthaler","Asmanex Twisthaler","DRUG"
"Thyrolar-3","Thyrolar-3","DRUG"
"Netupitant","Netupitant","DRUG"
"Zyprexa","Zyprexa","DRUG"
"RINTATOLIMOD","RINTATOLIMOD","DRUG"
"LY-22288220","LY-22288220","DRUG"
"DURAGESIC-100","DURAGESIC-100","DRUG"
"SCH-32088","SCH-32088","DRUG"
"Binosto","Binosto","DRUG"
"Metosyn Fapg","Metosyn Fapg","DRUG"
"MAXIMET SR","MAXIMET SR","DRUG"
"FLUOCINONIDE EMULSIFIED BASE","FLUOCINONIDE EMULSIFIED BASE","DRUG"
"MARGETUXIMAB","MARGETUXIMAB","DRUG"
"Pardelprin MR","Pardelprin MR","DRUG"
"Ampligen","Ampligen","DRUG"
"INDO-PAED","INDO-PAED","DRUG"
"Lidex","Lidex","DRUG"
"MOBILAN","MOBILAN","DRUG"
"SLO-INDO","SLO-INDO","DRUG"
"Asmanex hfa","Asmanex hfa","DRUG"
"ZOSTRIX HP","ZOSTRIX HP","DRUG"
"ANADIN LIQUIFAST","ANADIN LIQUIFAST","DRUG"
"Riker 52G","Riker 52G","DRUG"
"Compro","Compro","DRUG"
"Junior Strength Motrin","Junior Strength Motrin","DRUG"
"Fempatch","Fempatch","DRUG"
"Dihydrotheelin","Dihydrotheelin","DRUG"
"Indocid-R","Indocid-R","DRUG"
"Berlind 75 Ret","Berlind 75 Ret","DRUG"
"VENLADEX XL","VENLADEX XL","DRUG"
"MOMETASONE","MOMETASONE","DRUG"
"DERMESTRIL 25","DERMESTRIL 25","DRUG"
"Lidifen","Lidifen","DRUG"
"FLUOCINONIDE","FLUOCINONIDE","DRUG"
"Indolar SR","Indolar SR","DRUG"
"STX-64","STX-64","DRUG"
"ZOPTARELIN DOXORUBICIN","ZOPTARELIN DOXORUBICIN","DRUG"
"Bazedoxifene","Bazedoxifene","DRUG"
"Vanos","Vanos","DRUG"
"Dermestril Septem 25","Dermestril Septem 25","DRUG"
"INDOMETACIN FARNESIL","INDOMETACIN FARNESIL","DRUG"
"Seribantumab","Seribantumab","DRUG"
"INDOLAR","INDOLAR","DRUG"
"FOSAMAX","FOSAMAX","DRUG"
"Crofelemer","Crofelemer","DRUG"
"Rathyronine","Rathyronine","DRUG"
"hMN-14","hMN-14","DRUG"
"BRE-3","BRE-3","DRUG"
"Brilanestrant","Brilanestrant","DRUG"
"CHORIONIC GONADOTROPIN","CHORIONIC GONADOTROPIN","DRUG"
"Euthroid-2","Euthroid-2","DRUG"
"NASONEX","NASONEX","DRUG"
"AEZS-108","AEZS-108","DRUG"
"Hemay-022","Hemay-022","DRUG"
"CHORAGON","CHORAGON","DRUG"
"ARN-810","ARN-810","DRUG"
"Testopatch","Testopatch","DRUG"
"AS-1402","AS-1402","DRUG"
"PROCHLORPERAZINE MESILATE","PROCHLORPERAZINE MESILATE","DRUG"
"ANDROID-F","ANDROID-F","DRUG"
"LEDMECIN","LEDMECIN","DRUG"
"TamoGel","TamoGel","DRUG"
"Indo-Lemmon","Indo-Lemmon","DRUG"
"Amnestrogen","Amnestrogen","DRUG"
"FENTANYL-87","FENTANYL-87","DRUG"
"ELLESTE SOLO MX 80","ELLESTE SOLO MX 80","DRUG"
"INDODERM","INDODERM","DRUG"
"Atrophate","Atrophate","DRUG"
"Gonadotropin, Chorionic","Gonadotropin, Chorionic","DRUG"
"CEA-CIDE","CEA-CIDE","DRUG"
"Estraderm MX 100","Estraderm MX 100","DRUG"
"INOVEN","INOVEN","DRUG"
"SCH-57068","SCH-57068","DRUG"
"ODANACATIB","ODANACATIB","DRUG"
"RO 67-3189/000","RO 67-3189/000","DRUG"
"FLEXIMEX","FLEXIMEX","DRUG"
"Rheuflex 500","Rheuflex 500","DRUG"
"BRUFEN RET","BRUFEN RET","DRUG"
"Ranfaxine XL","Ranfaxine XL","DRUG"
"Artracin Sr","Artracin Sr","DRUG"
"INDOFLEX","INDOFLEX","DRUG"
"Ibuderm","Ibuderm","DRUG"
"FEMOGEN","FEMOGEN","DRUG"
"Triostat","Triostat","DRUG"
"INDOMOD","INDOMOD","DRUG"
"Sacituzumab govitecan","Sacituzumab govitecan","DRUG"
"Rimafen","Rimafen","DRUG"
"Nurofen 400","Nurofen 400","DRUG"
"INDOCID RET","INDOCID RET","DRUG"
"Flexin-75 Continus","Flexin-75 Continus","DRUG"
"Rilutek","Rilutek","DRUG"
"Follutein","Follutein","DRUG"
"ESMYA","ESMYA","DRUG"
"Evista","Evista","DRUG"
"ELLA","ELLA","DRUG"
"Ora-Testryl","Ora-Testryl","DRUG"
"Indocin","Indocin","DRUG"
"A.P.L.","A.P.L.","DRUG"
"Aprotinin","Aprotinin","DRUG"
"Proflex","Proflex","DRUG"
"Fluoxymesterone","Fluoxymesterone","DRUG"
"IBUTIME","IBUTIME","DRUG"
"Fortesta","Fortesta","DRUG"
"Motrin Migraine Pain","Motrin Migraine Pain","DRUG"
"PROCHLORPERAZINE","PROCHLORPERAZINE","DRUG"
"RP-9921","RP-9921","DRUG"
"Dusigitumab","Dusigitumab","DRUG"
"RIMOXYN","RIMOXYN","DRUG"
"Chorionic gonadotrophin","Chorionic gonadotrophin","DRUG"
"4-OHT","4-OHT","DRUG"
"Nuprin","Nuprin","DRUG"
"BAYER A 128","BAYER A 128","DRUG"
"Estraderm TTS 25","Estraderm TTS 25","DRUG"
"Lobufen","Lobufen","DRUG"
"CR011","CR011","DRUG"
"ORG 3770","ORG 3770","DRUG"
"MEDI-573","MEDI-573","DRUG"
"VAGIFEM","VAGIFEM","DRUG"
"Rimacid","Rimacid","DRUG"
"ARTRACIN","ARTRACIN","DRUG"
"TRASYLOL","TRASYLOL","DRUG"
"Ec-Naprosyn","Ec-Naprosyn","DRUG"
"Therex","Therex","DRUG"
"Stemetil Eff","Stemetil Eff","DRUG"
"Arzoxifene","Arzoxifene","DRUG"
"Arkolamyl","Arkolamyl","DRUG"
"GYNERGON","GYNERGON","DRUG"
"Sinepin","Sinepin","DRUG"
"GLEMBATUMUMAB VEDOTIN","GLEMBATUMUMAB VEDOTIN","DRUG"
"IMBRILON","IMBRILON","DRUG"
"PROFLEX SR","PROFLEX SR","DRUG"
"Raloxifene","Raloxifene","DRUG"
"PROVIR","PROVIR","DRUG"
"IBUPROHM","IBUPROHM","DRUG"
"Cytomel","Cytomel","DRUG"
"Androgel","Androgel","DRUG"
"Neostigmine","Neostigmine","DRUG"
"Gynoestryl","Gynoestryl","DRUG"
"STRIANT SR","STRIANT SR","DRUG"
"VA2914","VA2914","DRUG"
"CDX-011","CDX-011","DRUG"
"Motrin Ib","Motrin Ib","DRUG"
"Afimoxifene","Afimoxifene","DRUG"
"ZK-230211","ZK-230211","DRUG"
"Mometasone Furoate Monohydrate","Mometasone Furoate Monohydrate","DRUG"
"Mevinacor","Mevinacor","DRUG"
"Gvnodiol","Gvnodiol","DRUG"
"DUROGESIC","DUROGESIC","DRUG"
"PREGNYL","PREGNYL","DRUG"
"Telapristone Acetate","Telapristone Acetate","DRUG"
"ESTROGENS, ESTERIFIED","ESTROGENS, ESTERIFIED","DRUG"
"Tonpular XL","Tonpular XL","DRUG"
"Lyrica","Lyrica","DRUG"
"Indotard MR 75","Indotard MR 75","DRUG"
"Lonaprisan","Lonaprisan","DRUG"
"Pediatric Advil","Pediatric Advil","DRUG"
"Prochieve","Prochieve","DRUG"
"Compazine","Compazine","DRUG"
"Prosaid","Prosaid","DRUG"
"ZYPREXA ZYDIS","ZYPREXA ZYDIS","DRUG"
"DERMESTRIL SEPTEM 50","DERMESTRIL SEPTEM 50","DRUG"
"GONADOTRAPHON LH","GONADOTRAPHON LH","DRUG"
"Gonadorelin","Gonadorelin","DRUG"
"PREMARIN","PREMARIN","DRUG"
"MK-0822","MK-0822","DRUG"
"Striant","Striant","DRUG"
"INDOPTOL","INDOPTOL","DRUG"
"Ibumousse","Ibumousse","DRUG"
"RHEUFLEX 250","RHEUFLEX 250","DRUG"
"BAYER-A-128","BAYER-A-128","DRUG"
"Deep Relief","Deep Relief","DRUG"
"Thyrolar-2","Thyrolar-2","DRUG"
"Proellex","Proellex","DRUG"
"Ulipristal acetate ","Ulipristal acetate ","DRUG"
"Anadin Joint Pain","Anadin Joint Pain","DRUG"
"TUCATINIB","TUCATINIB","DRUG"
"ESTRADERM MX 75","ESTRADERM MX 75","DRUG"
"EVOREL 50","EVOREL 50","DRUG"
"Evorel 100","Evorel 100","DRUG"
"T3 (LIOTRIX)","T3 (LIOTRIX)","DRUG"
"Nurofen Child","Nurofen Child","DRUG"
"Fluocinolide","Fluocinolide","DRUG"
"ANADIN PERIOD PAIN RELIEF","ANADIN PERIOD PAIN RELIEF","DRUG"
"PROELLEXTM","PROELLEXTM","DRUG"
"Alendronate","Alendronate","DRUG"
"ASTUDAL 5","ASTUDAL 5","DRUG"
"Ratacand","Ratacand","DRUG"
"T-DM1","T-DM1","DRUG"
"Asmanex","Asmanex","DRUG"
"FLUVASTATIN","FLUVASTATIN","DRUG"
"REMERON","REMERON","DRUG"
"BAY86-5044","BAY86-5044","DRUG"
"INDOMAX-75 SR","INDOMAX-75 SR","DRUG"
"ESTERIFIED ESTROGENS","ESTERIFIED ESTROGENS","DRUG"
"PHENSIC","PHENSIC","DRUG"
"REMERON SOLTAB","REMERON SOLTAB","DRUG"
"Riluzole","Riluzole","DRUG"
"ACCOLATE","ACCOLATE","DRUG"
"Mandafen","Mandafen","DRUG"
"Androxy","Androxy","DRUG"
"Thyrolar-0.25","Thyrolar-0.25","DRUG"
"INTRINSA","INTRINSA","DRUG"
"Fluoximesterone","Fluoximesterone","DRUG"
"Ibular","Ibular","DRUG"
"DURAGESIC-12","DURAGESIC-12","DRUG"
"FCE-21336","FCE-21336","DRUG"
"CDB-2914","CDB-2914","DRUG"
"YEMEX","YEMEX","DRUG"
"Euthroid-1","Euthroid-1","DRUG"
"Estrace","Estrace","DRUG"
"RU-44675","RU-44675","DRUG"
"Reparixin","Reparixin","DRUG"
"Fentanyl-62","Fentanyl-62","DRUG"
"RHEUMACIN LA","RHEUMACIN LA","DRUG"
"INDOCIN SR","INDOCIN SR","DRUG"
"Menorest 37.5","Menorest 37.5","DRUG"
"HuHMFG1","HuHMFG1","DRUG"
"RP 54274","RP 54274","DRUG"
"Lidex-E","Lidex-E","DRUG"
"CP-724714","CP-724714","DRUG"
"Progestyl","Progestyl","DRUG"
"EVEX","EVEX","DRUG"
"HALOTESTIN","HALOTESTIN","DRUG"
"Ulipristal acet","Ulipristal acet","DRUG"
"Fulyzaq","Fulyzaq","DRUG"
"ARRY-380","ARRY-380","DRUG"
"INDOMAX-25","INDOMAX-25","DRUG"
"TEGLUTIK","TEGLUTIK","DRUG"
"Euthroid-3","Euthroid-3","DRUG"
"CDB-4124","CDB-4124","DRUG"
"ONT-380","ONT-380","DRUG"
"MGAH22","MGAH22","DRUG"
"FENTALIS RESERVOIR","FENTALIS RESERVOIR","DRUG"
"Tertroxin","Tertroxin","DRUG"
"RG6046","RG6046","DRUG"
"FLEXIN-25 CONTINUS","FLEXIN-25 CONTINUS","DRUG"
"RELEFACT LH-RH","RELEFACT LH-RH","DRUG"
"MM-302","MM-302","DRUG"
"ATROPEN","ATROPEN","DRUG"
"TIVORBEX","TIVORBEX","DRUG"
"Triiodothyronine (T3 Or Liothyronine, Active) (6-11%)","Triiodothyronine (T3 Or Liothyronine, Active) (6-11%)","DRUG"
"R1550","R1550","DRUG"
"Isopto Atropine","Isopto Atropine","DRUG"
"BN-83495","BN-83495","DRUG"
"FLEXIN-50 CONTINUS","FLEXIN-50 CONTINUS","DRUG"
"METOSYN","METOSYN","DRUG"
"CR011-VCMMAE","CR011-VCMMAE","DRUG"
"Atroject","Atroject","DRUG"
"humanized IgG1 monoclonal antibody","humanized IgG1 monoclonal antibody","DRUG"
"CAL","CAL","DRUG"
"Menest","Menest","DRUG"
"Profast","Profast","DRUG"
"IROSUSTAT","IROSUSTAT","DRUG"
"EM-652","EM-652","DRUG"
"MOAB HuHMFG1","MOAB HuHMFG1","DRUG"
"GDC-0810","GDC-0810","DRUG"
"PROFASI","PROFASI","DRUG"
"humanized human milk fat globule-1 monoclonal antibody","humanized human milk fat globule-1 monoclonal antibody","DRUG"
"Thyrolar-1","Thyrolar-1","DRUG"
"Human Chorionic Gonadotropin","Human Chorionic Gonadotropin","DRUG"
"SP-303","SP-303","DRUG"
"Ellaone","Ellaone","DRUG"
"ICI-204219","ICI-204219","DRUG"
"Euthroid-0.5","Euthroid-0.5","DRUG"
"Human gonadoliberin-i","Human gonadoliberin-i","DRUG"
"667 COUMATE","667 COUMATE","DRUG"
"humanized IgG1 monoclonal antibody HMFG-1","humanized IgG1 monoclonal antibody HMFG-1","DRUG"
"Virend","Virend","DRUG"
"Progenta","Progenta","DRUG"
"(S)-Equol","(S)-Equol","DRUG"
"Ro-673189000","Ro-673189000","DRUG"
"Zispin","Zispin","DRUG"
"Thyrolar-5","Thyrolar-5","DRUG"
"Thyrolar-0.5","Thyrolar-0.5","DRUG"
"ICI 204,219","ICI 204,219","DRUG"
"BRE-3 90Y","BRE-3 90Y","DRUG"
"NERAMEXANE MESYLATE","NERAMEXANE MESYLATE","DRUG"
"CHEMBL2109238","CHEMBL2109238","DRUG"
"CHEMBL2492","CHEMBL2492","DRUG"
"Encenicline","Encenicline","DRUG"
"MT-4666","MT-4666","DRUG"
"EVP-6124","EVP-6124","DRUG"
"SSR180711C","SSR180711C","DRUG"
"MEM-3454","MEM-3454","DRUG"
"RG-3487","RG-3487","DRUG"
"ND0801","ND0801","DRUG"
"AZD-0328","AZD-0328","DRUG"
"PHA-543613","PHA-543613","DRUG"
"TC-5619","TC-5619","DRUG"
"APN-1125","APN-1125","DRUG"
"Anvylic-3288","Anvylic-3288","DRUG"
"XY-4083","XY-4083","DRUG"
"UCI-4083","UCI-4083","DRUG"
"CCMI","CCMI","DRUG"
"ABT-107","ABT-107","DRUG"
"ATG003","ATG003","DRUG"
"Galantamine","Galantamine","DRUG"
"Lobeline","Lobeline","DRUG"
"RPI-78M","RPI-78M","DRUG"
"Tetraethylammonium","Tetraethylammonium","DRUG"
"Amantadine","Amantadine","DRUG"
"Amobarbital","Amobarbital","DRUG"
"Aprobarbital","Aprobarbital","DRUG"
"Barbital","Barbital","DRUG"
"Barbituric acid derivative","Barbituric acid derivative","DRUG"
"Butabarbital","Butabarbital","DRUG"
"Butalbital","Butalbital","DRUG"
"Butobarbital","Butobarbital","DRUG"
"Choline","Choline","DRUG"
"Choline salicylate","Choline salicylate","DRUG"
"Cytisine","Cytisine","DRUG"
"Epibatidine","Epibatidine","DRUG"
"GTS-21","GTS-21","DRUG"
"Heptabarbital","Heptabarbital","DRUG"
"Hexobarbital","Hexobarbital","DRUG"
"Metharbital","Metharbital","DRUG"
"Methylphenobarbital","Methylphenobarbital","DRUG"
"Phenobarbital","Phenobarbital","DRUG"
"Primidone","Primidone","DRUG"
"Secobarbital","Secobarbital","DRUG"
"Talbutal","Talbutal","DRUG"
"Tubocurarine","Tubocurarine","DRUG"
"Neramexane","Neramexane","DRUG"
"CARGLUMIC ACID","CARGLUMIC ACID","DRUG"
"OE-312 (Laboratory-Code-Designation)","OE-312 (Laboratory-Code-Designation)","DRUG"
"CARBAGLU","CARBAGLU","DRUG"
"OE 312 (LABORATORY CODE DESIGNATION)","OE 312 (LABORATORY CODE DESIGNATION)","DRUG"
"CHEMBL2362990","CHEMBL2362990","DRUG"
"Ammonia","Ammonia","DRUG"
"VALDOXAN","VALDOXAN","DRUG"
"Ramelteon","Ramelteon","DRUG"
"HETLIOZ","HETLIOZ","DRUG"
"Tasimelteon","Tasimelteon","DRUG"
"TAK-375","TAK-375","DRUG"
"VEC-162","VEC-162","DRUG"
"Rozerem","Rozerem","DRUG"
"BMS-214778","BMS-214778","DRUG"
"MIPOMERSEN","MIPOMERSEN","DRUG"
"CHEMBL2363043","CHEMBL2363043","DRUG"
"KB-004","KB-004","DRUG"
"CHEMBL4954","CHEMBL4954","DRUG"
"SOFINICLINE","SOFINICLINE","DRUG"
"NiQuitin Mint","NiQuitin Mint","DRUG"
"Nicotinell TTS 30","Nicotinell TTS 30","DRUG"
"NICOTINELL TTS 20","NICOTINELL TTS 20","DRUG"
"NIQUITIN STRIPS MINT","NIQUITIN STRIPS MINT","DRUG"
"NICOTINELL TTS 10","NICOTINELL TTS 10","DRUG"
"Stoppers","Stoppers","DRUG"
"NICOTINELL SUPPORT","NICOTINELL SUPPORT","DRUG"
"Dexmecamylamine","Dexmecamylamine","DRUG"
"ABT-894","ABT-894","DRUG"
"TC-5214","TC-5214","DRUG"
"NICOPATCH","NICOPATCH","DRUG"
"TC-1734","TC-1734","DRUG"
"Pozanicline","Pozanicline","DRUG"
"TC-01734","TC-01734","DRUG"
"AZD3480","AZD3480","DRUG"
"TC-6683","TC-6683","DRUG"
"NICORETTE INVISI","NICORETTE INVISI","DRUG"
"CP-601,927","CP-601,927","DRUG"
"Habitrol","Habitrol","DRUG"
"A-422894.0","A-422894.0","DRUG"
"NIH-11008","NIH-11008","DRUG"
"SB-649868","SB-649868","DRUG"
"GSK649868","GSK649868","DRUG"
"CHEMBL5113","CHEMBL5113","DRUG"
"LEMBOREXANT","LEMBOREXANT","DRUG"
"E-2006","E-2006","DRUG"
"Suvorexant","Suvorexant","DRUG"
"BELSOMRA","BELSOMRA","DRUG"
"MK-4305","MK-4305","DRUG"
"FAMPYRA","FAMPYRA","DRUG"
"Ampyra","Ampyra","DRUG"
"FAMPRIDINE","FAMPRIDINE","DRUG"
"CHEMBL2363032","CHEMBL2363032","DRUG"
"TERODILINE","TERODILINE","DRUG"
"MICTURIN 25","MICTURIN 25","DRUG"
"MICTURIN 12.5","MICTURIN 12.5","DRUG"
"TERODILINE HYDROCHLORIDE","TERODILINE HYDROCHLORIDE","DRUG"
"Terodiline HCl","Terodiline HCl","DRUG"
"VASCOR","VASCOR","DRUG"
"Bepridil HCl","Bepridil HCl","DRUG"
"CERM 1978","CERM 1978","DRUG"
"Bepadin","Bepadin","DRUG"
"BEPRIDIL HYDROCHLORIDE","BEPRIDIL HYDROCHLORIDE","DRUG"
"ATAGABALIN","ATAGABALIN","DRUG"
"ALZAIN","ALZAIN","DRUG"
"Lyrica cr","Lyrica cr","DRUG"
"MJF-12637","MJF-12637","DRUG"
"SULOCTIDIL","SULOCTIDIL","DRUG"
"CP-556S","CP-556S","DRUG"
"CHEMBL1800","CHEMBL1800","DRUG"
"NBI-77860","NBI-77860","DRUG"
"GSK561679","GSK561679","DRUG"
"GSK561679A","GSK561679A","DRUG"
"Crf1 Antagonist","Crf1 Antagonist","DRUG"
"BMS562086","BMS562086","DRUG"
"GW-876008","GW-876008","DRUG"
"Emicerfont","Emicerfont","DRUG"
"GW876008X","GW876008X","DRUG"
"ONO-2333Ms","ONO-2333Ms","DRUG"
"Corticorelin ovine triflutate","Corticorelin ovine triflutate","DRUG"
"MILONTIN","MILONTIN","DRUG"
"EMESIDE","EMESIDE","DRUG"
"ETHOSUXIMIDE","ETHOSUXIMIDE","DRUG"
"PHENSUXIMIDE","PHENSUXIMIDE","DRUG"
"ZARONTIN","ZARONTIN","DRUG"
"CI-366","CI-366","DRUG"
"ISOETHADIONE","ISOETHADIONE","DRUG"
"CN-10,395","CN-10,395","DRUG"
"PARAMETHADIONE","PARAMETHADIONE","DRUG"
"POSICOR 100","POSICOR 100","DRUG"
"Celontin","Celontin","DRUG"
"SUXINUTIN","SUXINUTIN","DRUG"
"MESUXIMIDE","MESUXIMIDE","DRUG"
"TROXIDONE","TROXIDONE","DRUG"
"METHSUXIMIDE","METHSUXIMIDE","DRUG"
"CN-10395","CN-10395","DRUG"
"PM-671","PM-671","DRUG"
"PARADIONE","PARADIONE","DRUG"
"Trimethadione","Trimethadione","DRUG"
"Tridione","Tridione","DRUG"
"POSICOR 50","POSICOR 50","DRUG"
"Posicor","Posicor","DRUG"
"GKE-841","GKE-841","DRUG"
"AWD21-360","AWD21-360","DRUG"
"Ezogabine","Ezogabine","DRUG"
"Retigabine","Retigabine","DRUG"
"WAY-143841","WAY-143841","DRUG"
"D-23129","D-23129","DRUG"
"Trobalt","Trobalt","DRUG"
"GW582892X","GW582892X","DRUG"
"Potiga","Potiga","DRUG"
"Mibampator","Mibampator","DRUG"
"LY-451395","LY-451395","DRUG"
"Perampanel","Perampanel","DRUG"
"Trokendi XR","Trokendi XR","DRUG"
"Zonampanel","Zonampanel","DRUG"
"ORG-26576","ORG-26576","DRUG"
"BGG492","BGG492","DRUG"
"TOPAMAX SPRINKLE","TOPAMAX SPRINKLE","DRUG"
"FYCOMPA","FYCOMPA","DRUG"
"SCH-900460","SCH-900460","DRUG"
"E2007","E2007","DRUG"
"ORG-24448","ORG-24448","DRUG"
"Topamax","Topamax","DRUG"
"Selurampanel","Selurampanel","DRUG"
"ER-155055-90","ER-155055-90","DRUG"
"YM872","YM872","DRUG"
"CX-691","CX-691","DRUG"
"LY-293558","LY-293558","DRUG"
"PF-03475952","PF-03475952","DRUG"
"CHEMBL3232692","CHEMBL3232692","DRUG"
"Bivatuzumab","Bivatuzumab","DRUG"
"BIWA-1-DM1","BIWA-1-DM1","DRUG"
"BIVATUZUMAB MERTANSINE","BIVATUZUMAB MERTANSINE","DRUG"
"Hyaluronic acid","Hyaluronic acid","DRUG"
"AXALID","AXALID","DRUG"
"Rewisca","Rewisca","DRUG"
"CHEMBL3055","CHEMBL3055","DRUG"
"ALVOCIDIB","ALVOCIDIB","DRUG"
"HMR 1275","HMR 1275","DRUG"
"Phosphonothreonine","Phosphonothreonine","DRUG"
"Secretin Synthetic Human","Secretin Synthetic Human","DRUG"
"CHIRHOSTIM","CHIRHOSTIM","DRUG"
"CHEMBL1925","CHEMBL1925","DRUG"
"Secretin Synthetic Porcine","Secretin Synthetic Porcine","DRUG"
"Secreflo","Secreflo","DRUG"
"SECRETIN-KABI","SECRETIN-KABI","DRUG"
"Secretin-Ferring","Secretin-Ferring","DRUG"
"Geref","Geref","DRUG"
"Sermorelin Acetate","Sermorelin Acetate","DRUG"
"SERMORELIN","SERMORELIN","DRUG"
"CHEMBL2032","CHEMBL2032","DRUG"
"EGRIFTA","EGRIFTA","DRUG"
"TESAMORELIN ACETATE","TESAMORELIN ACETATE","DRUG"
"RO5073031","RO5073031","DRUG"
"CHEMBL1784","CHEMBL1784","DRUG"
"DULAGLUTIDE","DULAGLUTIDE","DRUG"
"Saxenda","Saxenda","DRUG"
"Liraglutide Recombinant","Liraglutide Recombinant","DRUG"
"Lyxumia","Lyxumia","DRUG"
"EXENATIDE SYNTHETIC","EXENATIDE SYNTHETIC","DRUG"
"AC2993","AC2993","DRUG"
"Albiglutide","Albiglutide","DRUG"
"Glucagon hydrochloride","Glucagon hydrochloride","DRUG"
"CHEMBL1985","CHEMBL1985","DRUG"
"Crotedumab","Crotedumab","DRUG"
"Glucagen","Glucagen","DRUG"
"GlucaGen Hypokit","GlucaGen Hypokit","DRUG"
"GLUCAGON RECOMBINANT","GLUCAGON RECOMBINANT","DRUG"
"SAR425899","SAR425899","DRUG"
"Paroidin","Paroidin","DRUG"
"Parathyroid hormone","Parathyroid hormone","DRUG"
"PREOTACT","PREOTACT","DRUG"
"ALX1-11","ALX1-11","DRUG"
"CHEMBL1793","CHEMBL1793","DRUG"
"Tymlos","Tymlos","DRUG"
