"Source","Target","score"
"MMP3","UNIPOLAR DEPRESSION",0.0395
"SLC6A1","UNIPOLAR DEPRESSION",0.0394906666666667
"TAPBP","UNIPOLAR DEPRESSION",0.0394388888888889
"SNN","UNIPOLAR DEPRESSION",0.0394
"ERF","UNIPOLAR DEPRESSION",0.0394
"REM1","UNIPOLAR DEPRESSION",0.0394
"SREBF1","UNIPOLAR DEPRESSION",0.0393817823129252
"ADCYAP1","UNIPOLAR DEPRESSION",0.039376
"TNPO1","UNIPOLAR DEPRESSION",0.0393609744897959
"LARS1","UNIPOLAR DEPRESSION",0.0393445215419501
"DDX19B","UNIPOLAR DEPRESSION",0.0392
"S100A10","UNIPOLAR DEPRESSION",0.0391576395028063
"TRPV4","UNIPOLAR DEPRESSION",0.0390666666666667
"PIAS1","UNIPOLAR DEPRESSION",0.039064873015873
"RTCA","UNIPOLAR DEPRESSION",0.0390222222222222
"LRRC4B","UNIPOLAR DEPRESSION",0.039
"TRPC3","UNIPOLAR DEPRESSION",0.0389777777777778
"CPB1","UNIPOLAR DEPRESSION",0.0389706553287982
"CDKN1A","UNIPOLAR DEPRESSION",0.0389033939229529
"NMS","UNIPOLAR DEPRESSION",0.0388842711183322
"GPR37","UNIPOLAR DEPRESSION",0.0388361111111111
"MXD1","UNIPOLAR DEPRESSION",0.0388333333333333
"USP46","UNIPOLAR DEPRESSION",0.0388222222222222
"NPY2R","UNIPOLAR DEPRESSION",0.0388217294028723
"ECD","UNIPOLAR DEPRESSION",0.0387903151382972
"ZBTB12","UNIPOLAR DEPRESSION",0.0387754668679709
"NPR2","UNIPOLAR DEPRESSION",0.0387
"UBE2A","UNIPOLAR DEPRESSION",0.0387
"TOMM20","UNIPOLAR DEPRESSION",0.0386866666666667
"BGLAP","UNIPOLAR DEPRESSION",0.0386713053769962
"GALR2","UNIPOLAR DEPRESSION",0.0386671769337364
"ADCY3","UNIPOLAR DEPRESSION",0.0386444444444444
"NF1","UNIPOLAR DEPRESSION",0.038595411746823
"DPYS","UNIPOLAR DEPRESSION",0.0385350096371882
"CXCL10","UNIPOLAR DEPRESSION",0.0385283158226253
"SLC5A7","UNIPOLAR DEPRESSION",0.0385210674603175
"STPG4","UNIPOLAR DEPRESSION",0.0385045215419501
"CD55","UNIPOLAR DEPRESSION",0.0385
"CYP1A2","UNIPOLAR DEPRESSION",0.0384933741496599
"MAP4","UNIPOLAR DEPRESSION",0.0384702713030116
"CFTR","UNIPOLAR DEPRESSION",0.038406
"ARNTL","UNIPOLAR DEPRESSION",0.0383965215419501
"IFNL3","UNIPOLAR DEPRESSION",0.0383888888888889
"HPGDS","UNIPOLAR DEPRESSION",0.0383832289704967
"TMEM150B","UNIPOLAR DEPRESSION",0.0383610357038527
"ADAM10","UNIPOLAR DEPRESSION",0.0383272222222222
"PRDM8","UNIPOLAR DEPRESSION",0.0382239602887344
"HINT1","UNIPOLAR DEPRESSION",0.0381940362811791
"CYP2E1","UNIPOLAR DEPRESSION",0.0381690408163265
"CETP","UNIPOLAR DEPRESSION",0.0381213746464157
"EGF","UNIPOLAR DEPRESSION",0.0381166666666667
"OPN1LW","UNIPOLAR DEPRESSION",0.0380277777777778
"HSPB3","UNIPOLAR DEPRESSION",0.038
"EPHX2","UNIPOLAR DEPRESSION",0.038
"QKI","UNIPOLAR DEPRESSION",0.038
"HBEGF","UNIPOLAR DEPRESSION",0.0379548185941043
"HIF1A","UNIPOLAR DEPRESSION",0.0379531111111111
"ATXN10","UNIPOLAR DEPRESSION",0.0379
"GALR1","UNIPOLAR DEPRESSION",0.0378393219954649
"EED","UNIPOLAR DEPRESSION",0.0378
"APLNR","UNIPOLAR DEPRESSION",0.0377833333333333
"KLF11","UNIPOLAR DEPRESSION",0.0377777777777778
"RGS6","UNIPOLAR DEPRESSION",0.0377666666666667
"PPRC1","UNIPOLAR DEPRESSION",0.0377024444444444
"UCHL1","UNIPOLAR DEPRESSION",0.0377
"VCAM1","UNIPOLAR DEPRESSION",0.0376592199546485
"HIP1","UNIPOLAR DEPRESSION",0.0376530107172337
"CEACAM6","UNIPOLAR DEPRESSION",0.0376
"NPY5R","UNIPOLAR DEPRESSION",0.0375725555555556
"CTSD","UNIPOLAR DEPRESSION",0.0375694444444444
"GDF10","UNIPOLAR DEPRESSION",0.0375677777777778
"FLT1","UNIPOLAR DEPRESSION",0.0375593333333333
"BOC","UNIPOLAR DEPRESSION",0.0375444444444444
"TLR3","UNIPOLAR DEPRESSION",0.0375333333333333
"MVD","UNIPOLAR DEPRESSION",0.0374367414965986
"LGSN","UNIPOLAR DEPRESSION",0.0374
"ADAM17","UNIPOLAR DEPRESSION",0.0373888888888889
"ANXA5","UNIPOLAR DEPRESSION",0.0373
"SOD2","UNIPOLAR DEPRESSION",0.0372577777777778
"RGS10","UNIPOLAR DEPRESSION",0.0372
"RGS8","UNIPOLAR DEPRESSION",0.0372
"APEX1","UNIPOLAR DEPRESSION",0.0371888888888889
"SSB","UNIPOLAR DEPRESSION",0.0371722222222222
"HDAC6","UNIPOLAR DEPRESSION",0.0371498888888889
"SERPINA3","UNIPOLAR DEPRESSION",0.0371472222222222
"TAT","UNIPOLAR DEPRESSION",0.037
"UGT2B7","UNIPOLAR DEPRESSION",0.0369374444444444
"FOSB","UNIPOLAR DEPRESSION",0.0368
"TREM2","UNIPOLAR DEPRESSION",0.0368
"GRAP2","UNIPOLAR DEPRESSION",0.0367822222222222
"ASIC3","UNIPOLAR DEPRESSION",0.0367666666666667
"LPL","UNIPOLAR DEPRESSION",0.0367393219954648
"PACC1","UNIPOLAR DEPRESSION",0.0367222222222222
"CBLIF","UNIPOLAR DEPRESSION",0.0367158288825172
"KIAA1217","UNIPOLAR DEPRESSION",0.0367027777777778
"LHCGR","UNIPOLAR DEPRESSION",0.0366888888888889
"DNMT1","UNIPOLAR DEPRESSION",0.036685953010834
"DUSP26","UNIPOLAR DEPRESSION",0.0365878888888889
"GPI","UNIPOLAR DEPRESSION",0.0365721149791828
"GUSB","UNIPOLAR DEPRESSION",0.0365610997732426
"KALRN","UNIPOLAR DEPRESSION",0.0365261111111111
"SIK2","UNIPOLAR DEPRESSION",0.0364
"PRRT2","UNIPOLAR DEPRESSION",0.0364
"ZDHHC8","UNIPOLAR DEPRESSION",0.0364
"CDH7","UNIPOLAR DEPRESSION",0.0364
"CTSC","UNIPOLAR DEPRESSION",0.0362888888888889
"TNFSF11","UNIPOLAR DEPRESSION",0.0362614444444445
"MLYCD","UNIPOLAR DEPRESSION",0.0362222222222222
"DHRS2","UNIPOLAR DEPRESSION",0.0362
"CAMK4","UNIPOLAR DEPRESSION",0.0361343333333333
"PRKCB","UNIPOLAR DEPRESSION",0.0361194444444444
"UBE2D1","UNIPOLAR DEPRESSION",0.0361
"SEMA3C","UNIPOLAR DEPRESSION",0.0360497765322493
"SCAMP5","UNIPOLAR DEPRESSION",0.036
"ELAVL3","UNIPOLAR DEPRESSION",0.036
"AADAT","UNIPOLAR DEPRESSION",0.036
"KPNA3","UNIPOLAR DEPRESSION",0.036
"DIO1","UNIPOLAR DEPRESSION",0.0359
"PTHLH","UNIPOLAR DEPRESSION",0.0358037777777778
"FEN1","UNIPOLAR DEPRESSION",0.0358
"APBA2","UNIPOLAR DEPRESSION",0.0358
"GNRH1","UNIPOLAR DEPRESSION",0.0357977958639207
"CTSB","UNIPOLAR DEPRESSION",0.0357
"F12","UNIPOLAR DEPRESSION",0.035625
"RGS7","UNIPOLAR DEPRESSION",0.0356
"UBE2C","UNIPOLAR DEPRESSION",0.0356
"PREX1","UNIPOLAR DEPRESSION",0.0356
"NOP53","UNIPOLAR DEPRESSION",0.0356
"PTAFR","UNIPOLAR DEPRESSION",0.0355444444444444
"RPIA","UNIPOLAR DEPRESSION",0.0355
"CD200R1","UNIPOLAR DEPRESSION",0.0354777777777778
"PRR5-ARHGAP8","UNIPOLAR DEPRESSION",0.035463200447424
"ARHGAP8","UNIPOLAR DEPRESSION",0.035463200447424
"GET4","UNIPOLAR DEPRESSION",0.0354
"SFTA3","UNIPOLAR DEPRESSION",0.0354
"DUT","UNIPOLAR DEPRESSION",0.0354
"CSF2RB","UNIPOLAR DEPRESSION",0.0353844617484687
"SLC1A6","UNIPOLAR DEPRESSION",0.0353583333333333
"TP53","UNIPOLAR DEPRESSION",0.035275
"CPEB1","UNIPOLAR DEPRESSION",0.0352222222222222
"RACK1","UNIPOLAR DEPRESSION",0.0352
"FXR1","UNIPOLAR DEPRESSION",0.0352
"MAMLD1","UNIPOLAR DEPRESSION",0.0352
"PLAU","UNIPOLAR DEPRESSION",0.0351777777777778
"HSP90AB1","UNIPOLAR DEPRESSION",0.0351496666666667
"RARB","UNIPOLAR DEPRESSION",0.0351111111111111
"MAP2K5","UNIPOLAR DEPRESSION",0.0351095867592874
"DGKH","UNIPOLAR DEPRESSION",0.0351
"BAX","UNIPOLAR DEPRESSION",0.0351
"PITX2","UNIPOLAR DEPRESSION",0.0350388888888889
"CARD16","UNIPOLAR DEPRESSION",0.035
"BMI1","UNIPOLAR DEPRESSION",0.035
"SGCE","UNIPOLAR DEPRESSION",0.0348444444444444
"AXL","UNIPOLAR DEPRESSION",0.0348305555555556
"OR7D4","UNIPOLAR DEPRESSION",0.0348
"AGFG1","UNIPOLAR DEPRESSION",0.0348
"TPM1","UNIPOLAR DEPRESSION",0.0348
"ENTPD1","UNIPOLAR DEPRESSION",0.0348
"SRSF1","UNIPOLAR DEPRESSION",0.0348
"DEPDC7","UNIPOLAR DEPRESSION",0.0348
"P2RX1","UNIPOLAR DEPRESSION",0.0348
"PUM2","UNIPOLAR DEPRESSION",0.0348
"TNIP3","UNIPOLAR DEPRESSION",0.0348
"CXCL17","UNIPOLAR DEPRESSION",0.0347555555555556
"CHAF1A","UNIPOLAR DEPRESSION",0.0347444444444444
"NPR1","UNIPOLAR DEPRESSION",0.0346946296926178
"THRSP","UNIPOLAR DEPRESSION",0.0346333333333333
"LDHA","UNIPOLAR DEPRESSION",0.0345555555555556
"AMD1","UNIPOLAR DEPRESSION",0.0345190096371882
"FLCN","UNIPOLAR DEPRESSION",0.0345
"SRGN","UNIPOLAR DEPRESSION",0.0345
"LYST","UNIPOLAR DEPRESSION",0.0344142222222222
"BLOC1S2","UNIPOLAR DEPRESSION",0.0344
"NLGN2","UNIPOLAR DEPRESSION",0.0344
"FADD","UNIPOLAR DEPRESSION",0.0344
"CXCL5","UNIPOLAR DEPRESSION",0.0344
"NCAN","UNIPOLAR DEPRESSION",0.0344
"CABIN1","UNIPOLAR DEPRESSION",0.034372
"BCR","UNIPOLAR DEPRESSION",0.0342888888888889
"ADCY5","UNIPOLAR DEPRESSION",0.0342444444444444
"CPA1","UNIPOLAR DEPRESSION",0.0340594396498277
"SMC2","UNIPOLAR DEPRESSION",0.0340295555555556
"TTN","UNIPOLAR DEPRESSION",0.0340083333333333
"CFLAR","UNIPOLAR DEPRESSION",0.034
"ELANE","UNIPOLAR DEPRESSION",0.0339764444444444
"GJD2","UNIPOLAR DEPRESSION",0.0339333333333333
"AIM2","UNIPOLAR DEPRESSION",0.0339
"TNS1","UNIPOLAR DEPRESSION",0.0338666666666667
"PCSK7","UNIPOLAR DEPRESSION",0.0338222222222222
"LAT","UNIPOLAR DEPRESSION",0.0338
"NPNT","UNIPOLAR DEPRESSION",0.0338
"RNASE3","UNIPOLAR DEPRESSION",0.0337305555555556
"IKBKE","UNIPOLAR DEPRESSION",0.0337
"TES","UNIPOLAR DEPRESSION",0.0336472222222222
"ITPR1","UNIPOLAR DEPRESSION",0.0336333333333333
"RRM2","UNIPOLAR DEPRESSION",0.0336
"SRR","UNIPOLAR DEPRESSION",0.0336
"GML","UNIPOLAR DEPRESSION",0.0335
"SIRT6","UNIPOLAR DEPRESSION",0.0335
"GLDC","UNIPOLAR DEPRESSION",0.0334
"ADCY7","UNIPOLAR DEPRESSION",0.0334
"MUSK","UNIPOLAR DEPRESSION",0.0334
"PLEK","UNIPOLAR DEPRESSION",0.0333333333333333
"ROCK1","UNIPOLAR DEPRESSION",0.0332111111111111
"NINL","UNIPOLAR DEPRESSION",0.0332
"SLC17A8","UNIPOLAR DEPRESSION",0.033177
"NPTN","UNIPOLAR DEPRESSION",0.0331
"SLC7A1","UNIPOLAR DEPRESSION",0.0331
"TARDBP","UNIPOLAR DEPRESSION",0.0330521111111111
"NT5C3A","UNIPOLAR DEPRESSION",0.033
"MTRNR2L3","UNIPOLAR DEPRESSION",0.0329444444444444
"PGRMC1","UNIPOLAR DEPRESSION",0.0329248888888889
"GRN","UNIPOLAR DEPRESSION",0.0329034688838498
"CPLX2","UNIPOLAR DEPRESSION",0.0328315555555556
"MARS1","UNIPOLAR DEPRESSION",0.0328
"GMPS","UNIPOLAR DEPRESSION",0.0328
"GPR26","UNIPOLAR DEPRESSION",0.0328
"CDKN1C","UNIPOLAR DEPRESSION",0.0328
"IVD","UNIPOLAR DEPRESSION",0.0328
"XAB2","UNIPOLAR DEPRESSION",0.0328
"HFE","UNIPOLAR DEPRESSION",0.0328
"SLC30A3","UNIPOLAR DEPRESSION",0.0327888888888889
"CASQ1","UNIPOLAR DEPRESSION",0.0327
"VIT","UNIPOLAR DEPRESSION",0.0326
"HSF1","UNIPOLAR DEPRESSION",0.0325
"DTYMK","UNIPOLAR DEPRESSION",0.0325
"PDLIM4","UNIPOLAR DEPRESSION",0.0325
"ATXN1","UNIPOLAR DEPRESSION",0.0325
"PEBP1","UNIPOLAR DEPRESSION",0.0324
"MUC5B","UNIPOLAR DEPRESSION",0.0323949642961473
"F11R","UNIPOLAR DEPRESSION",0.0323555555555556
"DRAM1","UNIPOLAR DEPRESSION",0.0323555555555556
"SKAP2","UNIPOLAR DEPRESSION",0.0323014515879751
"ABR","UNIPOLAR DEPRESSION",0.0323
"VLDLR","UNIPOLAR DEPRESSION",0.0322
"DHRS9","UNIPOLAR DEPRESSION",0.0322
"KIF26B","UNIPOLAR DEPRESSION",0.032177031995136
"IL13","UNIPOLAR DEPRESSION",0.0321650506818065
"COPE","UNIPOLAR DEPRESSION",0.0321639878030677
"AHSP","UNIPOLAR DEPRESSION",0.0321559297052154
"DSP","UNIPOLAR DEPRESSION",0.0321316666666667
"MPG","UNIPOLAR DEPRESSION",0.0321204444444445
"DIO3","UNIPOLAR DEPRESSION",0.0321
"IQSEC1","UNIPOLAR DEPRESSION",0.0321
"LIFR","UNIPOLAR DEPRESSION",0.0321
"TBCC","UNIPOLAR DEPRESSION",0.0320205555555556
"PHLDA1","UNIPOLAR DEPRESSION",0.032
"CCL20","UNIPOLAR DEPRESSION",0.032
"AHR","UNIPOLAR DEPRESSION",0.0319810616310089
"XIAP","UNIPOLAR DEPRESSION",0.0319555555555556
"CEACAM5","UNIPOLAR DEPRESSION",0.0319273038548753
"UTS2","UNIPOLAR DEPRESSION",0.0319138888888889
"SYN2","UNIPOLAR DEPRESSION",0.0318924444444444
"EPRS1","UNIPOLAR DEPRESSION",0.0318045555555556
"MAPK1","UNIPOLAR DEPRESSION",0.0317734779541446
"GFRA1","UNIPOLAR DEPRESSION",0.0317555555555556
"DGCR2","UNIPOLAR DEPRESSION",0.0317
"AMPH","UNIPOLAR DEPRESSION",0.0316775000629882
"SRM","UNIPOLAR DEPRESSION",0.0316648888888889
"IGFBP1","UNIPOLAR DEPRESSION",0.03165
"POLI","UNIPOLAR DEPRESSION",0.0316412888353799
"RPEL1","UNIPOLAR DEPRESSION",0.0316102869573838
"PXT1","UNIPOLAR DEPRESSION",0.0316
"PIGR","UNIPOLAR DEPRESSION",0.0316
"MGAT5","UNIPOLAR DEPRESSION",0.0316
"NR1H2","UNIPOLAR DEPRESSION",0.0316
"TTK","UNIPOLAR DEPRESSION",0.0316
"CINP","UNIPOLAR DEPRESSION",0.0316
"TPMT","UNIPOLAR DEPRESSION",0.0315444444444445
"KLK3","UNIPOLAR DEPRESSION",0.0315022578227482
"TRHR","UNIPOLAR DEPRESSION",0.0315
"CD79B","UNIPOLAR DEPRESSION",0.0314
"CREBBP","UNIPOLAR DEPRESSION",0.0314
"ATF3","UNIPOLAR DEPRESSION",0.0312888888888889
"GRID2","UNIPOLAR DEPRESSION",0.0312789183673469
"SHD","UNIPOLAR DEPRESSION",0.0312
"BMP7","UNIPOLAR DEPRESSION",0.0312
"HCFC1","UNIPOLAR DEPRESSION",0.0311916666666667
"NFE2L2","UNIPOLAR DEPRESSION",0.0310964081632653
"SPX","UNIPOLAR DEPRESSION",0.0310901088435374
"RASGRF2","UNIPOLAR DEPRESSION",0.0309062991508455
"TLR9","UNIPOLAR DEPRESSION",0.0309
"MUC5AC","UNIPOLAR DEPRESSION",0.0309
"CASR","UNIPOLAR DEPRESSION",0.0309
"HUNK","UNIPOLAR DEPRESSION",0.0308965215419501
"FBXW11","UNIPOLAR DEPRESSION",0.0308694541029758
"GHSR","UNIPOLAR DEPRESSION",0.0308568801703309
"MTRNR2L8","UNIPOLAR DEPRESSION",0.0308
"NCKIPSD","UNIPOLAR DEPRESSION",0.0308
"NAT8L","UNIPOLAR DEPRESSION",0.0308
"ACSM1","UNIPOLAR DEPRESSION",0.0308
"CAMK2N2","UNIPOLAR DEPRESSION",0.0308
"GLYAT","UNIPOLAR DEPRESSION",0.0308
"LUM","UNIPOLAR DEPRESSION",0.0308
"PPP3CC","UNIPOLAR DEPRESSION",0.0308
"MSLN","UNIPOLAR DEPRESSION",0.0308
"ATG16L1","UNIPOLAR DEPRESSION",0.0308
"BECN1","UNIPOLAR DEPRESSION",0.030797
"TFPI","UNIPOLAR DEPRESSION",0.0307926085811181
"SLC2A1","UNIPOLAR DEPRESSION",0.0307392222222222
"METTL4","UNIPOLAR DEPRESSION",0.0306335674404883
"ZGPAT","UNIPOLAR DEPRESSION",0.0306
"CCL21","UNIPOLAR DEPRESSION",0.0305194444444444
"NGB","UNIPOLAR DEPRESSION",0.0305
"SLC1A7","UNIPOLAR DEPRESSION",0.0305
"ADI1","UNIPOLAR DEPRESSION",0.0304371111111111
"CDH1","UNIPOLAR DEPRESSION",0.0304138957545981
"OPALIN","UNIPOLAR DEPRESSION",0.0304
"SQSTM1","UNIPOLAR DEPRESSION",0.0304
"DKK1","UNIPOLAR DEPRESSION",0.0304
"MYL12A","UNIPOLAR DEPRESSION",0.0304
"SOS2","UNIPOLAR DEPRESSION",0.0304
"SLC25A1","UNIPOLAR DEPRESSION",0.0304
"GMIP","UNIPOLAR DEPRESSION",0.0304
"CD34","UNIPOLAR DEPRESSION",0.0303128888888889
"TFCP2","UNIPOLAR DEPRESSION",0.0302
"WDR26","UNIPOLAR DEPRESSION",0.0301
"KRT19","UNIPOLAR DEPRESSION",0.03
"PPP1R14A","UNIPOLAR DEPRESSION",0.03
"CD300LG","UNIPOLAR DEPRESSION",0.03
"KIN","UNIPOLAR DEPRESSION",0.03
"CDK4","UNIPOLAR DEPRESSION",0.03
"CPQ","UNIPOLAR DEPRESSION",0.03
"MKNK2","UNIPOLAR DEPRESSION",0.03
"KCNH2","UNIPOLAR DEPRESSION",0.03
"VTA1","UNIPOLAR DEPRESSION",0.03
"M6PR","UNIPOLAR DEPRESSION",0.03
"XPNPEP1","UNIPOLAR DEPRESSION",0.0299405739147676
"SETD2","UNIPOLAR DEPRESSION",0.0299194444444444
"NEIL1","UNIPOLAR DEPRESSION",0.0298
"PKM","UNIPOLAR DEPRESSION",0.0297308888888889
"KAT8","UNIPOLAR DEPRESSION",0.0297
"CBS","UNIPOLAR DEPRESSION",0.0296699467120181
"CHST9","UNIPOLAR DEPRESSION",0.02964
"PPM1D","UNIPOLAR DEPRESSION",0.0296
"ADAMTS18","UNIPOLAR DEPRESSION",0.0296
"PDCL","UNIPOLAR DEPRESSION",0.0296
"ASS1","UNIPOLAR DEPRESSION",0.0296
"EFNB2","UNIPOLAR DEPRESSION",0.0296
"HMOX2","UNIPOLAR DEPRESSION",0.0296
"SYNDIG1","UNIPOLAR DEPRESSION",0.0296
"ACSL4","UNIPOLAR DEPRESSION",0.0296
"RASGRF1","UNIPOLAR DEPRESSION",0.0296
"DHFR","UNIPOLAR DEPRESSION",0.0295333333333333
"CD69","UNIPOLAR DEPRESSION",0.0294
"CR1","UNIPOLAR DEPRESSION",0.0293371405682111
"C6orf15","UNIPOLAR DEPRESSION",0.0292640778182111
"CLN3","UNIPOLAR DEPRESSION",0.0292222222222222
"NKX2-5","UNIPOLAR DEPRESSION",0.0292
"RXFP1","UNIPOLAR DEPRESSION",0.0292
"REEP5","UNIPOLAR DEPRESSION",0.0292
"TOX2","UNIPOLAR DEPRESSION",0.0292
"SLC1A4","UNIPOLAR DEPRESSION",0.0292
"NEDD4","UNIPOLAR DEPRESSION",0.0292
"CPS1","UNIPOLAR DEPRESSION",0.0292
"LY6E","UNIPOLAR DEPRESSION",0.0291894444444444
"LGALS1","UNIPOLAR DEPRESSION",0.0291732222222222
"AMELX","UNIPOLAR DEPRESSION",0.0291615555555556
"MRC1","UNIPOLAR DEPRESSION",0.0291216326530612
"MATN1","UNIPOLAR DEPRESSION",0.0290277777777778
"UCN2","UNIPOLAR DEPRESSION",0.0290090782312925
"CXCL9","UNIPOLAR DEPRESSION",0.029
"ELAVL1","UNIPOLAR DEPRESSION",0.029
"URI1","UNIPOLAR DEPRESSION",0.0289714444444445
"CBX1","UNIPOLAR DEPRESSION",0.0289666666666667
"UGT1A4","UNIPOLAR DEPRESSION",0.0288
"MT1DP","UNIPOLAR DEPRESSION",0.0288
"RYR3","UNIPOLAR DEPRESSION",0.0288
"SLC7A7","UNIPOLAR DEPRESSION",0.0288
"STOM","UNIPOLAR DEPRESSION",0.0288
"LMX1B","UNIPOLAR DEPRESSION",0.0288
"AOAH","UNIPOLAR DEPRESSION",0.0288
"MUTYH","UNIPOLAR DEPRESSION",0.0288
"GNLY","UNIPOLAR DEPRESSION",0.0288
"MANBA","UNIPOLAR DEPRESSION",0.0288
"HLA-DMA","UNIPOLAR DEPRESSION",0.0287754444444444
"GATA1","UNIPOLAR DEPRESSION",0.028725
"C3","UNIPOLAR DEPRESSION",0.0287208979591837
"APAF1","UNIPOLAR DEPRESSION",0.02865
"SHF","UNIPOLAR DEPRESSION",0.0286
"ID3","UNIPOLAR DEPRESSION",0.0285477437641723
"LCT","UNIPOLAR DEPRESSION",0.0285
"TLX2","UNIPOLAR DEPRESSION",0.0284843571428571
"JUN","UNIPOLAR DEPRESSION",0.028476
"UBE2Z","UNIPOLAR DEPRESSION",0.0284722222222222
"SLC18A1","UNIPOLAR DEPRESSION",0.0284444444444444
"SPN","UNIPOLAR DEPRESSION",0.0284333333333333
"GRID2IP","UNIPOLAR DEPRESSION",0.0284
"SYT3","UNIPOLAR DEPRESSION",0.0284
"PTMA","UNIPOLAR DEPRESSION",0.0284
"PHF8","UNIPOLAR DEPRESSION",0.0284
"SYNPO","UNIPOLAR DEPRESSION",0.0284
"BDH1","UNIPOLAR DEPRESSION",0.0284
"HSPB8","UNIPOLAR DEPRESSION",0.0284
"MSN","UNIPOLAR DEPRESSION",0.0284
"BMP5","UNIPOLAR DEPRESSION",0.0284
"PPY","UNIPOLAR DEPRESSION",0.0284
"C5","UNIPOLAR DEPRESSION",0.0284
"LIMK1","UNIPOLAR DEPRESSION",0.0284
"CCL22","UNIPOLAR DEPRESSION",0.0284
"TESC","UNIPOLAR DEPRESSION",0.0284
"AK6","UNIPOLAR DEPRESSION",0.0284
"AMN","UNIPOLAR DEPRESSION",0.0283888888888889
"HSP90B1","UNIPOLAR DEPRESSION",0.028385
"UNC13A","UNIPOLAR DEPRESSION",0.0282251111111111
"NAAA","UNIPOLAR DEPRESSION",0.0282093333333333
"REST","UNIPOLAR DEPRESSION",0.0281972222222222
"MMRN1","UNIPOLAR DEPRESSION",0.0281605986394558
"ATP2A2","UNIPOLAR DEPRESSION",0.0281338888888889
"TPPP","UNIPOLAR DEPRESSION",0.0281027437641723
"TFRC","UNIPOLAR DEPRESSION",0.0280888888888889
"NPAT","UNIPOLAR DEPRESSION",0.02805
"NAT8B","UNIPOLAR DEPRESSION",0.028
"TNFRSF10C","UNIPOLAR DEPRESSION",0.028
"PTGDR","UNIPOLAR DEPRESSION",0.028
"EEF1A1","UNIPOLAR DEPRESSION",0.028
"PAK1","UNIPOLAR DEPRESSION",0.028
"SS18","UNIPOLAR DEPRESSION",0.028
"MYBPH","UNIPOLAR DEPRESSION",0.028
"SOX9","UNIPOLAR DEPRESSION",0.028
"SEMG1","UNIPOLAR DEPRESSION",0.028
"IDE","UNIPOLAR DEPRESSION",0.028
"FZR1","UNIPOLAR DEPRESSION",0.028
"ANGPT2","UNIPOLAR DEPRESSION",0.028
"KDM4A","UNIPOLAR DEPRESSION",0.028
"NGFR","UNIPOLAR DEPRESSION",0.028
"TAAR1","UNIPOLAR DEPRESSION",0.0279732222222222
"DGUOK","UNIPOLAR DEPRESSION",0.0279337777777778
"XBP1","UNIPOLAR DEPRESSION",0.0279294444444444
"RAN","UNIPOLAR DEPRESSION",0.0278638888888889
"MAG","UNIPOLAR DEPRESSION",0.0278
"SUCO","UNIPOLAR DEPRESSION",0.0278
"FGF21","UNIPOLAR DEPRESSION",0.0277888888888889
"GABBR2","UNIPOLAR DEPRESSION",0.0277444444444444
"SYT1","UNIPOLAR DEPRESSION",0.0277192756090154
"RARA","UNIPOLAR DEPRESSION",0.0277
"PIKFYVE","UNIPOLAR DEPRESSION",0.0277
"PROKR2","UNIPOLAR DEPRESSION",0.0277
"MB","UNIPOLAR DEPRESSION",0.0276468888888889
"CHGA","UNIPOLAR DEPRESSION",0.0276138888888889
"EPOR","UNIPOLAR DEPRESSION",0.0276
"PTPN11","UNIPOLAR DEPRESSION",0.0276
"ATF5","UNIPOLAR DEPRESSION",0.0276
"RET","UNIPOLAR DEPRESSION",0.0276
"TMX1","UNIPOLAR DEPRESSION",0.0276
"CD84","UNIPOLAR DEPRESSION",0.0276
"CPLX1","UNIPOLAR DEPRESSION",0.0275888888888889
"ITGB3","UNIPOLAR DEPRESSION",0.0275
"ERBB2","UNIPOLAR DEPRESSION",0.0275
"CHL1","UNIPOLAR DEPRESSION",0.0275
"OGA","UNIPOLAR DEPRESSION",0.0274643219954649
"BATF2","UNIPOLAR DEPRESSION",0.02745
"MVP","UNIPOLAR DEPRESSION",0.0274333333333333
"OCA2","UNIPOLAR DEPRESSION",0.0274204444444445
"TSC1","UNIPOLAR DEPRESSION",0.0274
"TG","UNIPOLAR DEPRESSION",0.027376
"TXNIP","UNIPOLAR DEPRESSION",0.0273444444444444
"NTM","UNIPOLAR DEPRESSION",0.0273
"AIRE","UNIPOLAR DEPRESSION",0.0273
"LAG3","UNIPOLAR DEPRESSION",0.0273
"DNMT3A","UNIPOLAR DEPRESSION",0.0272833333333333
"PTCH1","UNIPOLAR DEPRESSION",0.0272
"IDH3A","UNIPOLAR DEPRESSION",0.0272
"MTFMT","UNIPOLAR DEPRESSION",0.027197
"FGB","UNIPOLAR DEPRESSION",0.0271222222222222
"RNGTT","UNIPOLAR DEPRESSION",0.0271222222222222
"ARID3B","UNIPOLAR DEPRESSION",0.0270277777777778
"NCS1","UNIPOLAR DEPRESSION",0.0270127777777778
"TAAR9","UNIPOLAR DEPRESSION",0.027
"TEF","UNIPOLAR DEPRESSION",0.0269444444444444
"TAAR6","UNIPOLAR DEPRESSION",0.0269444444444444
"SULT4A1","UNIPOLAR DEPRESSION",0.0269305555555556
"VIM","UNIPOLAR DEPRESSION",0.0269
"MAB21L4","UNIPOLAR DEPRESSION",0.0268941647435713
"SULT1A3","UNIPOLAR DEPRESSION",0.0268334444444444
"KIT","UNIPOLAR DEPRESSION",0.0268222222222222
"GALC","UNIPOLAR DEPRESSION",0.0268
"MAP3K5","UNIPOLAR DEPRESSION",0.0267
